name,year_int,duration,rating,votes,genre_split,genre_count,director_avg_rating,actor_popularity
Machaan,(2021),124 min,8.6,93.0,"['Drama', ' Romance']",2,7.975,
Machhli Jal Ki Rani Hai,(2014),120 min,2.3,235.0,['Horror'],1,3.15,
Machine,(2017),148 min,2.7,761.0,"['Action', ' Mystery', ' Romance']",3,5.777777777777778,
Machines,(2016),71 min,7.2,555.0,['Documentary'],1,7.2,
Madaari,(2016),133 min,7.6,13676.0,"['Adventure', ' Drama', ' Thriller']",3,7.359999999999999,
Madadgaar,(1987),,5.2,12.0,"['Action', ' Crime', ' Drama']",3,5.0,
Madam Chief Minister,(2021),130 min,4.6,1383.0,['Drama'],1,6.3999999999999995,
Madam X,(1994),119 min,3.7,77.0,"['Action', ' Crime', ' Drama']",3,4.43,
Madari,(1959),124 min,5.3,17.0,"['Action', ' Fantasy']",2,6.570833333333333,
Made in China,(2019),128 min,6.2,3845.0,"['Comedy', ' Drama']",2,6.2,
Made in India,(2010),95 min,7.1,33.0,['Documentary'],1,7.1,
Madholal Keep Walking,(2009),121 min,6.2,112.0,"['Comedy', ' Drama']",2,6.2,
Madhosh,(1974),133 min,6.3,253.0,"['Drama', ' Musical', ' Romance']",3,5.2,
Madhosh,(1951),,6.8,12.0,"['Drama', ' Family', ' Musical']",3,5.7,
Madhosh,(1994),,6.8,65.0,['Romance'],1,4.833333333333333,
Madhoshi,(2004),122 min,4.6,395.0,"['Musical', ' Mystery', ' Drama']",3,4.466666666666666,
Madhubaala,(2006),133 min,3.2,9.0,['Thriller'],1,4.366666666666666,
Madhubala,(1950),,7.4,16.0,['Drama'],1,7.4,
Madhumati,(1958),110 min,8.0,1273.0,"['Fantasy', ' Musical', ' Mystery']",3,7.29375,
Madly,(2016),106 min,5.4,146.0,"['Drama', ' Romance']",2,5.4,5.4714285714285715
Madly Bangali,(2009),130 min,7.0,287.0,"['Drama', ' Music', ' Musical']",3,6.666666666666667,7.0
Madmast Barkhaa,(2015),102 min,3.6,27.0,"['Romance', ' Thriller']",2,3.6,
Madras Cafe,(2013),130 min,7.7,23388.0,"['Action', ' Drama', ' Thriller']",3,7.5,
Madurey,(2004),145 min,5.1,1909.0,['Action'],1,5.1,
Mafia,(1996),128 min,5.0,60.0,['Action'],1,4.858333333333333,
Mafia Raaj,(1998),,3.3,15.0,['Action'],1,4.0,
Magroor,(1979),137 min,6.5,10.0,['Action'],1,6.483333333333333,
Maha Badmaash,(1977),,5.4,17.0,"['Action', ' Crime', ' Thriller']",3,5.4,
Maha Chor,(1976),,5.9,42.0,"['Action', ' Comedy', ' Drama']",3,6.057142857142857,
Maha Shaktimaan,(1985),109 min,6.4,16.0,"['Action', ' Adventure', ' Fantasy']",3,6.4,
Maha Shaktishaali,(1994),,5.3,17.0,"['Action', ' Drama', ' Thriller']",3,5.266666666666667,
Mahaadev,(1989),131 min,5.7,36.0,"['Action', ' Drama']",2,5.13125,
Mahaan,(1983),181 min,6.1,423.0,"['Action', ' Comedy', ' Drama']",3,6.155555555555555,
Mahaanta: The Film,(1997),,4.4,170.0,"['Action', ' Crime', ' Drama']",3,4.4,
Mahabali Hanuman,(1981),130 min,6.9,21.0,"['Adventure', ' Family', ' Fantasy']",3,6.570833333333333,
Mahabharat,(1965),163 min,7.3,77.0,"['Action', ' Adventure', ' Fantasy']",3,6.570833333333333,
Mahabharat,(2013),105 min,5.3,497.0,"['Animation', ' Action', ' Adventure']",3,5.3,
Mahabharat Aur Barbareek,(2013),137 min,6.8,19.0,"['Drama', ' Fantasy', ' War']",3,6.8,
Mahaguru,(1985),92 min,4.9,21.0,"['Action', ' Comedy', ' Crime']",3,5.2,
Mahakaleshwar - Legends of Shiva,(2019),,9.3,18.0,['Documentary'],1,8.1,
Mahakali Ka Insaaf,(2001),,8.8,85.0,['Drama'],1,7.2125,
Mahal,(1949),165 min,7.1,387.0,"['Drama', ' Horror', ' Mystery']",3,6.8,
Mahal,(1989),,4.5,13.0,['Horror'],1,5.257142857142857,
Mahal,(1970),147 min,6.6,112.0,"['Crime', ' Mystery', ' Romance']",3,6.925,
Mahananda,(1987),130 min,7.6,21.0,['Romance'],1,7.6,
Maharaja,(1998),164 min,4.1,420.0,"['Action', ' Adventure', ' Comedy']",3,5.526666666666667,
Maharaja,(1970),,5.6,8.0,['Action'],1,6.1125,
Maharana Pratap,(1946),,7.0,9.0,['Unknown'],1,6.6499999999999995,
Maharana Pratap: The First Freedom Fighter,(2012),145 min,5.0,108.0,"['Action', ' War']",2,5.0,5.0
Maharathi,(2008),114 min,7.1,976.0,"['Crime', ' Drama', ' Mystery']",3,6.4,
Maharathi Karna,(1944),,5.5,11.0,"['Action', ' Adventure', ' Drama']",3,6.933333333333334,
Maha-Sangram,(1990),159 min,5.6,146.0,"['Action', ' Drama', ' Romance']",3,6.445454545454546,
Mahashweta,(1967),,6.3,6.0,['Drama'],1,6.199999999999999,
Mahathma,(2009),,6.0,175.0,"['Action', ' Crime', ' Drama']",3,6.266666666666667,
Mahaveera,(1988),,4.9,27.0,['Action'],1,6.1125,
Mahayoddha Rama,(2016),106 min,7.7,35.0,['Animation'],1,7.7,
Mahek,(2007),80 min,8.0,29.0,['Family'],1,7.1,7.766666666666667
Mahesh Dattani's Hasmukh Saab ki Wasihat,(2015),82 min,6.3,36.0,['Drama'],1,6.5,
Mahishasura Mardini,(1959),167 min,9.0,22.0,['Unknown'],1,8.0,
Mahua,(1969),137 min,6.2,12.0,"['Musical', ' Romance']",2,6.266666666666667,
Mai,(2013),105 min,6.7,92.0,"['Drama', ' Family']",2,6.7,6.949999999999999
Mai Baap,(1957),144 min,6.8,14.0,"['Comedy', ' Drama']",2,6.1692307692307695,
Maidan-E-Jung,(1995),155 min,4.3,530.0,"['Action', ' Drama']",2,4.35,
Main Aisa Hi Hoon,(2005),162 min,4.8,1019.0,"['Drama', ' Family', ' Musical']",3,4.833333333333333,
Main Aur Charles,(2015),119 min,6.3,1588.0,"['Action', ' Biography', ' Crime']",3,5.383333333333333,
Main Aur Mera Hathi,(1981),136 min,6.6,34.0,"['Action', ' Drama']",2,5.683333333333334,
Main Aur Mr. Riight,(2014),130 min,5.2,347.0,"['Comedy', ' Romance']",2,5.2,
Main Aur Tum,(1987),,6.0,9.0,['Thriller'],1,6.0,
Main Awara Hoon,(1983),148 min,5.2,38.0,"['Drama', ' Family']",2,5.471428571428571,
Main Azaad Hoon,(1989),160 min,7.2,699.0,['Drama'],1,5.82,
Main Balwaan,(1986),130 min,5.8,43.0,['Drama'],1,6.445454545454546,
Main Chup Rahungi,(1962),147 min,7.4,48.0,"['Drama', ' Family']",2,6.776470588235294,
Main Hoon Aflatoon,(1987),,4.3,6.0,['Action'],1,4.3,
Main Hoon Chalbaaz,(2003),,5.9,43.0,['Action'],1,5.9,
Main Hoon Khiladiyon Ka Khiladi,(2004),,8.8,92.0,['Action'],1,4.8076923076923075,
Main Hoon Na,(2004),179 min,7.0,33177.0,"['Action', ' Comedy', ' Drama']",3,5.325,
Main Hoon Rajinikanth,(2015),127 min,7.3,35.0,['Comedy'],1,5.5,
Main Intequam Loonga,(1982),,5.1,44.0,"['Action', ' Drama']",2,5.379411764705883,
Main Khiladi Tu Anari,(1994),175 min,6.5,5725.0,"['Action', ' Comedy']",2,5.62,
Main Krishna Hoon,(2013),134 min,5.3,185.0,"['Animation', ' Family', ' Musical']",3,4.142857142857143,
Main Madhuri Dixit Banna Chahti Hoon!,(2003),,6.0,514.0,"['Drama', ' Comedy']",2,6.7,
Main Mulayam Singh Yadav,(2021),120 min,4.2,118.0,['Biography'],1,4.2,
Main Nashe Men Hoon,(1959),,6.7,59.0,"['Drama', ' Family', ' Comedy']",3,6.1125,
Main Phir Aaoongi,(1998),,2.6,8.0,['Horror'],1,3.2,
Main Prem Ki Diwani Hoon,(2003),197 min,4.0,4401.0,"['Comedy', ' Drama', ' Musical']",3,6.016666666666667,
Main Rony Aur Jony,(2007),,5.8,10.0,"['Comedy', ' Romance']",2,5.8,
Main Shadi Karne Chala,(1962),,6.5,6.0,['Comedy'],1,6.566666666666666,
Main Solah Baras Ki,(1998),150 min,4.5,40.0,"['Musical', ' Romance']",2,5.610526315789474,
Main Suhagan Hoon,(1964),,5.2,5.0,"['Drama', ' Family']",2,5.125,
Main Sunder Hoon,(1971),147 min,6.5,47.0,"['Comedy', ' Drama', ' Romance']",3,6.26,
Main Tera Dushman,(1989),,5.1,68.0,"['Action', ' Adventure', ' Crime']",3,5.081818181818182,
Main Tera Hero,(2014),128 min,5.1,8139.0,"['Action', ' Comedy', ' Romance']",3,5.193023255813954,
Main Tere Liye,(1988),,6.8,13.0,"['Drama', ' Romance']",2,7.09375,
Main Tere Pyaar Mein Pagal,(1999),146 min,4.7,7.0,['Comedy'],1,5.574193548387097,
Main Tulsi Tere Aangan Ki,(1978),151 min,6.7,127.0,"['Drama', ' Family']",2,6.446153846153846,
Main Tumhare Bachche ki Maa Banne Waali Hoon,(2017),45 min,6.8,101.0,['Romance'],1,6.8,6.8
Main Wohi Hoon,(1966),,5.2,8.0,['Mystery'],1,6.0,
Main Zaroor Aaunga,(2019),100 min,4.1,47.0,"['Horror', ' Thriller']",2,4.36,
Main Zinda Hoon,(1988),120 min,7.8,51.0,['Drama'],1,6.730769230769231,
"Main, Meri Patni... Aur Woh!",(2005),129 min,7.2,2185.0,"['Comedy', ' Drama', ' Romance']",3,6.7,
Maine Dil Tujhko Diya,(2002),154 min,3.7,1125.0,"['Action', ' Romance']",2,4.933333333333334,
Maine Jeena Seekh Liya,(1982),,3.3,6.0,"['Drama', ' Romance']",2,4.166666666666667,
Maine Pyaar Kyun Kiya,(2005),145 min,5.5,4840.0,"['Comedy', ' Drama', ' Romance']",3,5.193023255813954,
Maiya,(2017),,2.7,13.0,['Family'],1,3.9333333333333336,2.7000000000000006
Majaal,(1987),180 min,5.1,32.0,['Drama'],1,5.27741935483871,
Majaz: Ae Gham-e-Dil Kya Karun,(2017),178 min,5.4,5.0,['Biography'],1,5.4,
Majboor,(1989),,5.2,40.0,['Drama'],1,5.379411764705883,
Majboor,(1964),,6.1,8.0,"['Drama', ' Family']",2,6.36,
Majboor Ladki,(1991),127 min,2.8,9.0,['Thriller'],1,3.6999999999999997,
Majhli Didi,(1967),136 min,7.7,85.0,['Drama'],1,7.102380952380953,
Majjma,(2021),106 min,8.1,24.0,['Drama'],1,8.1,7.5
Major Saab,(1998),165 min,5.3,2083.0,"['Action', ' Drama', ' Romance']",3,5.82,
Majunu,(2001),172 min,5.2,124.0,"['Action', ' Drama', ' Romance']",3,5.15,
Make in India,(2019),,7.0,9.0,['Drama'],1,7.0,7.0
Malaal,(2019),136 min,6.0,850.0,"['Action', ' Drama', ' Romance']",3,6.0,
Malamaal Weekly,(2006),137 min,7.0,6120.0,['Comedy'],1,6.190322580645161,
Malang,(2020),135 min,6.5,8972.0,"['Action', ' Crime', ' Drama']",3,6.133333333333333,
Malhar,(1951),,4.9,10.0,"['Family', ' Drama']",2,4.9,
Malik Ek,(2010),128 min,6.6,23.0,"['Biography', ' Drama', ' History']",3,5.2,
Malli,(1998),90 min,7.6,54.0,['Drama'],1,7.08,
Mallika,(2010),,4.6,52.0,"['Horror', ' Mystery', ' Thriller']",3,4.666666666666667,
Mama Bhanja,(1977),,6.7,27.0,"['Comedy', ' Drama', ' Family']",3,6.038461538461538,
Mamata Ki Chhaon Mein,(1989),,5.5,17.0,"['Drama', ' Family']",2,6.05,
Mammo,(1994),130 min,7.7,406.0,['Drama'],1,7.25,
Mamta,(1966),150 min,6.8,116.0,"['Drama', ' Romance']",2,7.041666666666667,
Man Ka Meet,(1969),150 min,5.7,21.0,"['Action', ' Thriller']",2,6.2299999999999995,
Man Ki Aankhen,(1970),,6.6,41.0,['Drama'],1,6.42,
Man Mandir,(1971),142 min,5.2,32.0,"['Drama', ' Family']",2,6.05,
Man on Mission Fauladi,(2004),158 min,4.8,126.0,['Action'],1,7.2125,
Man On Mission Jaanbaaz,(2005),125 min,4.7,137.0,['Action'],1,7.2125,
Man on Mission Taqatwar,(2005),,8.7,84.0,['Action'],1,8.7,
Man Pasand,(1980),,6.4,99.0,"['Comedy', ' Drama']",2,6.644117647058824,
Manasarovar,(2004),90 min,6.9,80.0,['Drama'],1,6.25,
Manavata,(1972),120 min,7.3,6.0,"['Drama', ' Romance']",2,6.05,
Manchala,(1999),137 min,5.2,5.0,['Romance'],1,4.4,
Manchali,(1973),131 min,6.5,129.0,"['Comedy', ' Romance', ' Musical']",3,6.5375,
Mandi,(1983),167 min,7.5,744.0,"['Comedy', ' Drama']",2,7.25,
Mandir Masjid,(1977),,6.2,5.0,['Drama'],1,6.075,
Mangal Pandey,(1983),136 min,5.9,29.0,"['Action', ' Crime', ' Drama']",3,5.537931034482758,
Mangal Pandey: The Rising,(2005),150 min,6.6,9520.0,"['Biography', ' Drama', ' History']",3,6.666666666666667,
Mangalashtak Once More,(2013),122 min,6.2,105.0,"['Drama', ' Romance']",2,6.2,6.25
Mangalsutra,(1981),121 min,6.5,48.0,"['Horror', ' Thriller']",2,6.5,
Manikanda,(2007),121 min,3.6,38.0,"['Action', ' Crime', ' Drama']",3,3.6,
Manikarnika: The Queen of Jhansi,(2019),148 min,6.4,10230.0,"['Action', ' Biography', ' Drama']",3,6.366666666666667,
Manjhi: The Mountain Man,(2015),120 min,8.0,18207.0,"['Adventure', ' Biography', ' Drama']",3,6.666666666666667,
Manjunath,(2014),130 min,7.2,478.0,"['Biography', ' Drama']",2,7.2,6.616666666666667
Manmatha Leelai,(1976),161 min,6.7,114.0,"['Comedy', ' Drama', ' Romance']",3,7.1375,
Man-Mauji,(1962),141 min,7.1,39.0,"['Comedy', ' Musical']",2,6.26,
Manohara,(1954),199 min,7.3,46.0,['Unknown'],1,6.4,
Manokaamnaa,(1980),110 min,7.1,15.0,"['Drama', ' Romance']",2,6.131578947368421,
Manorama: Six Feet Under,(2007),137 min,7.6,7563.0,"['Crime', ' Drama', ' Mystery']",3,7.366666666666667,
Manoranjan,(1974),158 min,6.8,214.0,"['Comedy', ' Musical', ' Romance']",3,6.733333333333333,
Mansoor Miyanar Ghora,(2000),,6.2,15.0,['Drama'],1,6.2,6.2
Manthrikan,(2012),,3.4,69.0,"['Comedy', ' Drama', ' Horror']",3,3.9333333333333336,3.4
Manto,(2018),112 min,7.4,3929.0,"['Biography', ' Drama']",2,7.4,
Mantostaan,(2017),92 min,6.0,89.0,"['Drama', ' History']",2,5.066666666666666,
Manzil,(1960),120 min,6.0,65.0,"['Drama', ' Romance']",2,6.0,
Manzil,(1979),113 min,6.9,289.0,"['Drama', ' Romance', ' Family']",3,6.644117647058824,
Manzilein Aur Bhi Hain,(1974),112 min,4.2,16.0,['Drama'],1,5.414893617021277,
Maqbool,(2003),132 min,8.1,10024.0,"['Crime', ' Drama', ' Thriller']",3,7.1,
Maqsad,(1984),166 min,5.9,83.0,"['Action', ' Crime']",2,5.27741935483871,
Mar Mitenge,(1988),,4.5,30.0,['Action'],1,5.109090909090909,
Mard,(1985),177 min,6.2,1604.0,"['Action', ' Drama', ' Romance']",3,6.463636363636363,
Mard,(1998),135 min,4.2,31.0,['Action'],1,4.2,
Mard Ki Zabaan,(1987),,4.5,20.0,['Action'],1,5.27741935483871,
Mard Ko Dard Nahin Hota,(2018),134 min,7.4,6647.0,"['Action', ' Comedy']",2,7.2,
Mardaani,(2014),113 min,7.3,11913.0,"['Action', ' Crime', ' Drama']",3,6.14,
Mardaani 2,(2019),103 min,7.4,8198.0,"['Action', ' Crime', ' Drama']",3,7.4,
Mardani,(1983),,6.4,14.0,"['Action', ' Crime', ' Drama']",3,6.4,
Mardon Wali Baat,(1988),,5.0,54.0,"['Action', ' Adventure', ' Comedy']",3,6.483333333333333,
Marega Salaa,(2009),,4.9,46.0,"['Crime', ' Drama', ' Mystery']",3,4.2,
Margarita with a Straw,(2014),100 min,7.2,3565.0,['Drama'],1,7.366666666666667,
Marigold,(2007),110 min,4.8,1890.0,"['Comedy', ' Music', ' Romance']",3,4.8,
Marine Drive,(1955),132 min,6.4,16.0,"['Action', ' Crime', ' Drama']",3,6.05,
Marjaavaan,(2019),152 min,3.6,3146.0,"['Action', ' Drama', ' Romance']",3,3.875,
Market,(2003),160 min,3.5,132.0,"['Drama', ' Musical']",2,4.4,
Marma,(2002),,6.3,33.0,"['Drama', ' Horror', ' Mystery']",3,6.699999999999999,
Marma Mudichu,(2020),,6.8,6.0,['Horror'],1,6.8,
Marne Bhi Do Yaaron,(2019),130 min,4.9,73.0,['Comedy'],1,4.9,
Maroon,(2017),94 min,5.1,291.0,['Thriller'],1,5.1,5.375757575757575
Married 2 America,(2012),,4.2,17.0,['Thriller'],1,4.425,
Marshal,(2002),109 min,5.4,17.0,['Action'],1,5.4,
Marte Dam Tak,(1987),155 min,4.9,108.0,"['Action', ' Drama']",2,5.133333333333334,
Martyrs of Marriage,(2016),90 min,8.5,166.0,['Documentary'],1,8.5,
Marudhar Express,(2019),106 min,6.1,554.0,"['Drama', ' Romance']",2,4.949999999999999,
Maruti Mera Dosst,(2009),,7.9,53.0,"['Animation', ' Adventure', ' Drama']",3,7.9,
Mary Kom,(2014),122 min,6.8,10089.0,"['Action', ' Biography', ' Drama']",3,5.625,
Maryada,(1971),154 min,7.1,61.0,"['Family', ' Romance']",2,6.24,
Masaan,(2015),109 min,8.2,24900.0,['Drama'],1,7.133333333333333,
Masala Chai,(2017),80 min,8.2,27.0,['Documentary'],1,8.2,8.2
Masala Republic,(2014),135 min,5.2,105.0,"['Comedy', ' Thriller']",2,5.2,5.516666666666667
Maseeha,(2002),117 min,4.1,74.0,"['Action', ' Crime', ' Drama']",3,4.79,
Mashaal,(1950),136 min,6.2,5.0,['Drama'],1,6.346153846153846,
Mashaal,(1984),162 min,7.3,655.0,"['Action', ' Drama', ' Family']",3,6.972727272727273,
Mashooka,(2005),107 min,5.3,30.0,"['Drama', ' Musical', ' Romance']",3,5.3,
Mashooq,(1992),,5.3,43.0,"['Drama', ' Romance']",2,5.525,
Maska,(2020),111 min,5.8,1317.0,"['Comedy', ' Drama', ' Romance']",3,5.8,
Maska,(2009),156 min,5.2,284.0,"['Action', ' Comedy', ' Drama']",3,5.65,
Masoom,(1983),165 min,8.4,3771.0,['Drama'],1,7.933333333333334,
Masoom,(1960),,7.3,23.0,['Drama'],1,6.707999999999999,
Masoom,(1996),130 min,5.8,95.0,"['Action', ' Comedy', ' Thriller']",3,6.720000000000001,
Massey Sahib,(1986),118 min,7.2,105.0,['Drama'],1,7.2,
Mast,(1999),153 min,5.4,903.0,"['Comedy', ' Musical', ' Romance']",3,5.491176470588235,
Mast Kalandar,(1991),143 min,5.2,44.0,"['Action', ' Drama', ' Thriller']",3,5.358823529411764,
Mastaani,(2005),,4.4,19.0,['Drama'],1,4.4,
Mastana,(1954),,6.7,6.0,"['Drama', ' Family']",2,6.130769230769231,
Mastana,(1970),151 min,6.8,51.0,"['Drama', ' Comedy', ' Family']",3,6.2299999999999995,
Master,(2001),152 min,4.8,24.0,['Action'],1,4.8,
Masterji,(1985),178 min,6.5,95.0,"['Comedy', ' Drama', ' Romance']",3,5.574193548387097,
Masti,(2004),166 min,6.2,6068.0,"['Comedy', ' Crime', ' Mystery']",3,5.278571428571429,
Masti Express,(2011),103 min,5.1,91.0,"['Adventure', ' Comedy', ' Drama']",3,5.1,
MASTI NAHI SASTI,(2017),96 min,3.3,6.0,['Comedy'],1,3.3,
Mastizaade,(2016),119 min,2.4,2622.0,['Comedy'],1,3.875,
Mastram,(2013),98 min,4.8,514.0,"['Biography', ' Drama']",2,5.833333333333333,
Match Of Life,(2020),,5.4,5.0,['Comedy'],1,5.4,
Mati Manas,(1985),92 min,7.7,42.0,"['Documentary', ' Drama']",2,6.94,
Matru ki Bijlee ka Mandola,(2013),151 min,5.6,6035.0,"['Comedy', ' Drama']",2,7.1,
Matrubhoomi: A Nation Without Women,(2003),99 min,7.7,2042.0,['Drama'],1,7.15,
Mausam,(1975),156 min,8.1,868.0,"['Musical', ' Romance']",2,7.521052631578947,
Mausam,(2011),161 min,4.7,5258.0,"['Drama', ' Romance', ' War']",3,4.7,
Mausam Ikrar Ke Do Pal Pyar Ke,(2018),130 min,2.8,10.0,['Drama'],1,4.79,
Maut,(1998),120 min,4.3,25.0,['Horror'],1,4.3,
Maut Ka Saya,(1982),,7.0,6.0,['Drama'],1,6.55,
Maut Ke Peeche Maut,(2003),95 min,4.2,6.0,['Horror'],1,5.220000000000001,
Maut Ki Ladai,(1989),,4.4,10.0,"['Action', ' Thriller']",2,5.446666666666667,
Mawaali,(1983),150 min,5.4,76.0,"['Action', ' Drama']",2,5.27741935483871,
Mawali Ek Playboy,(2005),,4.7,15.0,['Action'],1,4.7,
Mawali No.1,(2002),115 min,3.5,8.0,['Action'],1,3.5,
Maximum,(2012),110 min,4.7,202.0,"['Action', ' Crime', ' Drama']",3,5.275,
Maya,(2001),105 min,7.0,278.0,['Drama'],1,6.8,
Maya,(1993),130 min,5.4,2081.0,"['Drama', ' Mystery', ' Romance']",3,6.666666666666667,
Maya,(1961),,7.5,55.0,"['Drama', ' Romance']",2,6.566666666666666,
Maya Bazaar,(1958),150 min,6.5,21.0,"['Adventure', ' Fantasy']",2,6.570833333333333,
Maya Darpan,(1972),107 min,6.9,69.0,['Drama'],1,6.85,6.900000000000001
Maya Machhindra,(1932),154 min,5.8,13.0,['Unknown'],1,6.396428571428571,
Maya Machindra,(1975),,7.9,9.0,['Drama'],1,6.671428571428572,
Mayooraa,(1976),,7.9,16.0,['Drama'],1,7.9,
Mayura,(1976),,8.6,41.0,['Drama'],1,8.6,
Mayurpankh,(1954),106 min,5.9,16.0,"['Adventure', ' Drama', ' Musical']",3,6.3,
Mazaa Mazaa,(2005),99 min,2.7,58.0,['Romance'],1,4.4655172413793105,
Mazaaq,(1975),103 min,6.7,17.0,['Comedy'],1,6.7,
Mazdoor,(1934),155 min,8.5,6.0,['Drama'],1,5.825,
Mazdoor,(1983),170 min,6.5,99.0,"['Drama', ' Romance']",2,6.088888888888889,
Mazdoor Zindabaad,(1976),124 min,5.7,14.0,['Drama'],1,6.038461538461538,
Mazloom,(1986),,4.8,8.0,"['Action', ' Crime', ' Drama']",3,5.357142857142857,
Me and Mrs. Khanna,(2009),109 min,3.6,2925.0,"['Comedy', ' Drama', ' Romance']",3,4.7,
Medal,(2018),96 min,7.9,7.0,['Drama'],1,7.9,
Mee Raqsam,(2020),80 min,6.7,384.0,['Drama'],1,6.7,
Mee Sindhutai Sapkal,(2010),110 min,6.9,126.0,"['Biography', ' Drama']",2,5.275,
Meena Bazaar,(1950),,7.9,13.0,['Drama'],1,6.183333333333334,
Meena Bazar,(1991),,4.8,12.0,['Drama'],1,4.8,
Meena Kumari Ki Amar Kahani,(1981),,7.9,13.0,['Drama'],1,6.590000000000001,
Meenakshi,(1942),155 min,7.2,12.0,['Drama'],1,6.800000000000001,
Meenaxi: Tale of 3 Cities,(2004),,6.2,292.0,"['Drama', ' Musical', ' Romance']",3,5.6,
Meendum Kokila,(1981),139 min,6.2,115.0,"['Comedy', ' Drama', ' Romance']",3,6.4,
Meera,(1979),155 min,6.6,109.0,"['Drama', ' History']",2,7.521052631578947,
Meera,(1947),120 min,7.7,14.0,['Unknown'],1,7.7,
Meera Ka Mohan,(1992),152 min,5.5,14.0,['Romance'],1,4.866666666666666,
Meerabai Not Out,(2008),,3.9,87.0,"['Comedy', ' Drama', ' Romance']",3,5.45,
Meeradha,(2016),,6.6,19.0,['Romance'],1,6.6,6.599999999999999
Meeruthiya Gangsters,(2015),129 min,7.2,623.0,"['Comedy', ' Crime']",2,7.2,6.572222222222223
Meet Mere Man Ke,(1991),150 min,5.3,13.0,"['Action', ' Drama']",2,5.133333333333334,
Meetha Zehar,(1985),,5.0,6.0,"['Action', ' Drama']",2,5.0,
Megalopolis,(2018),79 min,6.6,18.0,['Mystery'],1,6.25,
Megha,(1996),,3.7,62.0,['Romance'],1,4.166666666666667,
Meghdoot,(1945),,6.4,9.0,['Unknown'],1,6.2153846153846155,
Mehandi Ban Gai Khoon,(1991),,4.8,19.0,['Action'],1,4.8,
Meharbaan,(1993),,5.7,44.0,['Romance'],1,4.866666666666666,
Meharbaani,(1982),140 min,6.1,22.0,['Drama'],1,6.1,
Mehboob Ki Mehndi,(1971),151 min,6.7,119.0,"['Drama', ' Musical', ' Romance']",3,6.130769230769231,
Mehboob Mere Mehboob,(1992),,5.7,11.0,['Romance'],1,5.7,5.666666666666667
Mehbooba,(1954),,7.4,7.0,"['Adventure', ' Romance']",2,6.007142857142857,
Mehbooba,(1976),134 min,6.5,144.0,"['Drama', ' Romance']",2,6.643589743589744,
Mehbooba,(2008),163 min,3.5,351.0,"['Drama', ' Romance']",2,3.5,
Meher,(2020),,9.3,27.0,['Drama'],1,9.3,9.3
Mehlon Ke Khwab,(1960),,6.7,16.0,"['Drama', ' Romance']",2,6.7,
Mehmaan,(1973),,5.7,6.0,"['Action', ' Crime', ' Drama']",3,6.3500000000000005,
Mehndi,(1998),153 min,3.4,299.0,['Drama'],1,3.9000000000000004,
Mehndi,(1958),,5.3,6.0,"['Drama', ' Family']",2,4.25,
Mehndi,(1983),,7.2,21.0,"['Action', ' Drama', ' Romance']",3,7.041666666666667,
Mehndi Lagi Mere Haath,(1962),128 min,5.9,23.0,"['Comedy', ' Drama', ' Romance']",3,5.6454545454545455,
Mehndi Rang Layegi,(1982),,5.5,17.0,"['Drama', ' Family']",2,5.446666666666667,
Mehrban,(1967),162 min,7.2,47.0,['Drama'],1,6.776470588235294,
Mehsampur,(2018),99 min,6.6,41.0,['Drama'],1,6.6,6.599999999999999
Meinu Ek Ladki Chaahiye,(2014),,2.9,11.0,"['Comedy', ' Crime', ' Drama']",3,2.9,3.8222222222222224
Mela,(1948),152 min,7.5,98.0,"['Family', ' Romance', ' Drama']",3,7.25,
Mela,(1971),126 min,6.8,44.0,"['Drama', ' Family']",2,5.945454545454546,
Mela,(2000),172 min,3.8,4247.0,"['Action', ' Adventure', ' Comedy']",3,4.757142857142857,
Melody,(1997),148 min,6.4,123.0,"['Drama', ' Musical']",2,6.988888888888889,
Mem Sahib,(1956),113 min,7.2,36.0,"['Comedy', ' Drama', ' Romance']",3,6.540000000000001,
Mem-Didi,(1961),137 min,7.4,31.0,"['Comedy', ' Drama']",2,7.102380952380953,
Memories,(1964),113 min,7.6,97.0,"['Drama', ' Mystery']",2,6.583333333333333,
Memories in March,(2010),104 min,7.2,442.0,['Drama'],1,6.550000000000001,
Memsaab,(1971),138 min,6.1,17.0,['Thriller'],1,5.833333333333333,
Men Not Allowed,(2006),115 min,3.6,38.0,"['Drama', ' Romance']",2,3.75,
Men Will Be Men,(2011),,5.1,8.0,['Comedy'],1,5.1,5.466666666666666
Menstrual Man,(2013),63 min,8.2,78.0,"['Documentary', ' Biography']",2,8.2,
Mera Badla,(1985),,3.8,12.0,['Action'],1,3.8,
Mera Damad,(1995),127 min,4.4,794.0,"['Comedy', ' Drama']",2,4.79,
Mera Desh Mera Dharam,(1973),120 min,5.6,11.0,['Drama'],1,6.466666666666666,
Mera Dharam,(1986),,4.1,8.0,"['Action', ' Thriller']",2,6.130769230769231,
Mera Dharam Meri Maa,(1976),,7.9,11.0,['Drama'],1,7.9,7.900000000000001
Mera Dil Leke Dekho,(2006),,6.6,56.0,"['Comedy', ' Romance']",2,6.199999999999999,
Mera Dil Tere Liye,(1992),155 min,4.8,8.0,['Romance'],1,5.0874999999999995,
Mera Faisla,(1984),,3.9,43.0,['Action'],1,5.6000000000000005,
Mera Faisla,(2005),,3.6,8.0,['Action'],1,,
Mera Farz,(1989),,5.4,21.0,['Action'],1,5.574193548387097,
